resume_text,job_description_text,label
"Machine learning engineer with a focus on delivering data-driven insights using pandas, statistics, scikit-learn, tensorflow, sql, problem-solving, python.","Urgent hiring for a React Developer. Must have a strong command of communication, javascript, react, agile methodologies, css, vue, typescript, html.",No Fit
"Cloud infrastructure expert with skills in kubernetes, terraform, docker, linux, agile methodologies, communication, leadership.","Hiring a Data Scientist to analyze large datasets. Required skills include pandas, communication, sql, tensorflow, scikit-learn, python.",No Fit
"Software engineer specializing in backend development with Python. Proficient in python, flask, django, apis, problem-solving.","Data Scientist role available. The candidate must be proficient in tensorflow, agile methodologies, teamwork, communication, sql, python, statistics.",No Fit
"Detail-oriented developer with expertise in creating web applications using django, teamwork, agile methodologies, sql, python, apis, flask.","We are hiring a Python Developer to join our team. Must have experience with git, teamwork, apis, leadership, problem-solving, sql, python.",Fit
"Machine learning engineer with a focus on delivering data-driven insights using agile methodologies, statistics, scikit-learn, sql, tensorflow, problem-solving, python.","Join our cloud team! We require knowledge of communication, linux, ci/cd, teamwork, kubernetes, terraform, aws.",No Fit
"Certified Cloud Engineer with extensive experience in deploying and managing infrastructure using communication, kubernetes, linux, problem-solving, agile methodologies, ci/cd.","We are looking for a Machine Learning expert to join our data team. Must know sql, tensorflow, python, pandas, teamwork, scikit-learn.",No Fit
"Frontend engineer focused on performance and user experience. Expertise in vue, html, javascript, react, problem-solving.","Urgent hiring for a React Developer. Must have a strong command of vue, typescript, leadership, html, problem-solving, communication.",Fit
"Machine learning engineer with a focus on delivering data-driven insights using problem-solving, sql, leadership, statistics, communication, python, tensorflow, pandas.","Join our UI team! We are looking for a developer with experience in agile methodologies, javascript, html, css, vue.",No Fit
"Experienced Python Developer with a strong background in python, git, agile methodologies, django, flask, leadership, apis, teamwork, sql seeking a challenging role.","Seeking a skilled Software Engineer for a backend role. Requirements include flask, git, sql, agile methodologies, django, apis.",Fit
"DevOps professional specializing in cloud automation and containerization with linux, kubernetes, leadership, problem-solving, docker.","Seeking a Cloud Engineer to manage our AWS infrastructure. Experience with leadership, linux, agile methodologies, kubernetes, ci/cd is mandatory.",Fit
"Data Scientist with a proven track record of building predictive models using communication, python, sql, tensorflow, agile methodologies, statistics.","We are looking for a Machine Learning expert to join our data team. Must know statistics, agile methodologies, tensorflow, pandas, communication, python.",Fit
"DevOps professional specializing in cloud automation and containerization with terraform, linux, teamwork, kubernetes, problem-solving, leadership.","Looking for a Frontend Developer proficient in teamwork, problem-solving, vue, css, javascript to build our next-gen UI.",No Fit
"Experienced Python Developer with a strong background in python, git, sql, agile methodologies, django, apis, problem-solving seeking a challenging role.","We are hiring a Python Developer to join our team. Must have experience with python, git, flask, agile methodologies, apis, django, sql.",Fit
"Experienced Python Developer with a strong background in apis, python, problem-solving, django, teamwork, agile methodologies seeking a challenging role.","Seeking a skilled Software Engineer for a backend role. Requirements include apis, python, sql, flask, agile methodologies, django.",Fit
"Analytical professional with expertise in machine learning and data analysis. Skilled in pandas, sql, problem-solving, python, leadership, statistics, agile methodologies.","Data Scientist role available. The candidate must be proficient in tensorflow, python, sql, statistics, agile methodologies, scikit-learn, communication, pandas.",Fit
"Certified Cloud Engineer with extensive experience in deploying and managing infrastructure using aws, terraform, communication, linux, ci/cd, kubernetes.","DevOps Engineer needed. Must have hands-on experience with kubernetes, communication, docker, leadership, terraform, agile methodologies, linux, aws, ci/cd.",Fit
"Analytical professional with expertise in machine learning and data analysis. Skilled in sql, statistics, communication, python.","We are hiring a Python Developer to join our team. Must have experience with problem-solving, apis, flask, communication, python, django, teamwork.",No Fit
"Machine learning engineer with a focus on delivering data-driven insights using pandas, tensorflow, leadership, sql, python, problem-solving, scikit-learn, teamwork.","We are looking for a Machine Learning expert to join our data team. Must know python, scikit-learn, agile methodologies, leadership, tensorflow, statistics.",Fit
"Frontend engineer focused on performance and user experience. Expertise in css, javascript, agile methodologies, react.","Looking for a Frontend Developer proficient in css, html, teamwork, communication, problem-solving, typescript, react, vue to build our next-gen UI.",Fit
